source,target,value
gulodice,doce,1.0
gulodice,guloseima,1.0
gulodice,gulosice,1.0
gulodice,gulosina,1.0
gulodice,gulosice,1.0
gulodice,lambarice,1.0
gulodice,lambiscaria,1.0
gulodice,lambujem,1.0
