source,target,value
palavrões,chularia,1.0
palavrões,chulice,1.0
palavrões,obscenidade,1.0
palavrões,pachouchada,1.0
palavrões,palavrada,1.0
palavrões,palavrão,1.0
palavrões,porcaria,1.0
palavrões,espere,1.0
palavrões,adie,1.0
