source,target,value
vigário,abaruna,1.0
vigário,abuna,1.0
vigário,missionário,1.0
vigário,padre,1.0
vigário,padre-cura,1.0
vigário,pároco,1.0
vigário,pastor,1.0
vigário,prior,1.0
vigário,reitor,1.0
vigário,sacerdote,1.0
