source,target,value
aurorar,alvorar,1.0
aurorar,alvorecer,1.0
aurorar,alvorejar,1.0
aurorar,alvorescer,1.0
aurorar,amanhecer,1.0
aurorar,aurorescer,1.0
aurorar,despontar,1.0
aurorar,esclarecer,1.0
aurorar,anoitecer,1.0
aurorar,anoutar,1.0
aurorar,enoitar,1.0
aurorar,enoitecer,1.0
aurorar,escurecer,1.0
aurorar,escurentar,1.0
aurorar,noitecer,1.0
aurorar,noutecer,1.0
