source,target,value
esgotamento,depauperamento,1.0
esgotamento,perecimento,1.0
esgotamento,exaustão,1.0
esgotamento,sobernal,1.0
esgotamento,esgote,1.0
esgotamento,esgoto,1.0
esgotamento,exaustão,1.0
esgotamento,esfalfamento,1.0
esgotamento,vitalização,1.0
