source,target,value
desempenado,direito,1.0
desempenado,liso,1.0
desempenado,enjambrado,1.0
desempenado,ágil,1.0
desempenado,ativo,1.0
desempenado,desembaraçado,1.0
desempenado,despachado,1.0
desempenado,destro,1.0
desempenado,diligente,1.0
desempenado,expeditivo,1.0
desempenado,expedito,1.0
desempenado,lesto,1.0
