source,target,value
mutilado,destroncado,1.0
mutilado,detruncado,1.0
mutilado,mútilo,1.0
mutilado,troncho,1.0
mutilado,truncado,1.0
mutilado,aleijado,1.0
mutilado,amputado,1.0
mutilado,cortado,1.0
mutilado,decepado,1.0
mutilado,estropiado,1.0
mutilado,mútilo,1.0
mutilado,seccionado,1.0
mutilado,tronchado,1.0
mutilado,troncho,1.0
mutilado,tronco,1.0
mutilado,truncado,1.0
