source,target,value
expostulação,pedido,1.0
expostulação,petição,1.0
expostulação,rogação,1.0
expostulação,rogativa,1.0
expostulação,rogo,1.0
expostulação,solicitação,1.0
expostulação,súplica,1.0
expostulação,suplicação,1.0
