source,target,value
falsamente,falso,1.0
falsamente,fingidamente,1.0
falsamente,hipocritamente,1.0
falsamente,mentirosamente,1.0
falsamente,lealmente,1.0
falsamente,lhanamente,1.0
falsamente,sinceramente,1.0
