source,target,value
vicejante,fresco,1.0
vicejante,verdejante,1.0
vicejante,verdoso,1.0
vicejante,viçoso,1.0
vicejante,virente,1.0
vicejante,fanado,1.0
vicejante,faneco,1.0
vicejante,fenecido,1.0
vicejante,márcido,1.0
vicejante,mirrado,1.0
vicejante,murcho,1.0
vicejante,queimado,1.0
vicejante,ressequido,1.0
vicejante,seco,1.0
vicejante,torrado,1.0
