source,target,value
irrefragabilidade,indiscutibilidade,1.0
irrefragabilidade,indubitabilidade,1.0
irrefragabilidade,inegabilidade,1.0
irrefragabilidade,irrecusabilidade,1.0
irrefragabilidade,dubitabilidade,1.0
irrefragabilidade,audácia,1.0
