source,target,value
aquinhoar,dispartir,1.0
aquinhoar,distribuir,1.0
aquinhoar,quinhoar,1.0
aquinhoar,repartir,1.0
aquinhoar,talhar,1.0
aquinhoar,beneficiar,1.0
aquinhoar,bonificar,1.0
aquinhoar,dotar,1.0
aquinhoar,fadar,1.0
aquinhoar,favorecer,1.0
aquinhoar,munir,1.0
aquinhoar,prendar,1.0
aquinhoar,prover,1.0
aquinhoar,desfavorecer,1.0
aquinhoar,desprover,1.0
aquinhoar,prejudicar,1.0
