source,target,value
alar-se,alevantar-se,1.0
alar-se,elevar-se,1.0
alar-se,erguer-se,1.0
alar-se,levantar-se,1.0
alar-se,librar-se,1.0
alar-se,suspender-se,1.0
alar-se,voar,1.0
