source,target,value
acambetar,cambetear,1.0
acambetar,capengar,1.0
acambetar,capenguear,1.0
acambetar,caxingar,1.0
acambetar,claudicar,1.0
acambetar,coxear,1.0
acambetar,mancar,1.0
acambetar,manquejar,1.0
acambetar,manquetear,1.0
acambetar,manquitar,1.0
acambetar,manquitolar,1.0
acambetar,pernetear,1.0
acambetar,renguear,1.0
