source,target,value
costumeiro,consuetudinário,1.0
costumeiro,costumado,1.0
costumeiro,costumário,1.0
costumeiro,habitual,1.0
costumeiro,cadimo,1.0
costumeiro,comum,1.0
costumeiro,consueto,1.0
costumeiro,consuetudinário,1.0
costumeiro,correntio,1.0
costumeiro,costumado,1.0
costumeiro,costumário,1.0
costumeiro,freqüente,1.0
costumeiro,habitual,1.0
costumeiro,ordinário,1.0
costumeiro,rotineiro,1.0
costumeiro,sólito,1.0
costumeiro,usado,1.0
costumeiro,inusitado,1.0
costumeiro,inusual,1.0
