source,target,value
lapuz,labrego,1.0
lapuz,labrosta,1.0
lapuz,labroste,1.0
lapuz,lanzudo,1.0
lapuz,lapão,1.0
lapuz,lapônio,1.0
lapuz,rude,1.0
